cs_tt,cs_ft,cs_tl,cs_fl,d_tt,d_ft,d_tl,d_fl,wd_tt,wd_ft,wd_tl,wd_fl,w_tt,w_ft,w_tl,w_fl,ns_tt,ns_ft,ns_tl,ns_fl
16.584,-17.2,-4.4196,0.2,7.1892,-46.9,-59.0844,343.8,16.5984,-10.3,-816.2388,5621.8,11.8872,-12.1,-439.716,5000,77.3172,365.8,0.6084,30.9
16.0908,-18.7,-4.0296,4.7,7.3404,-39.2,-57.3552,342,17.0292,-16.1,-807.6312,5576.8,12.2268,-11.7,-436.5552,4997.4,78.0624,366.6,0.7344,32.6
16.8156,-6.4,0,0,7.2132,-39.1,-55.9296,326.5,17.268,-12,-797.2452,5519.3,12.432,-12.8,-434.3532,4961.8,78.7176,376.3,0.6288,24.3
16.1352,-15.7,-722.958,9788.6,7.3416,-48.7,-54.2328,317,17.2896,-10.5,-784.9164,5453,11.9868,-10.4,-433.3548,4948.1,79.5024,377.9,0.6072,24.6
16.2288,-14.6,-726.0528,9775.5,7.2192,-37.3,-52.758,312.3,16.5492,-16.2,-769.8972,5381.6,12.5772,-18.6,-433.14,4922,80.628,382.9,0.6852,24.5
16.4292,-13.3,-728.3544,9767,6.7428,-44.1,-51.5796,305.3,17.5872,-11.9,-754.4004,5301.5,12.4704,-16.5,-432.7344,4893.1,81.456,384,1.0092,24.7
16.2264,-20.4,-730.5072,9750.2,7.6272,-44.5,-50.9508,294.6,17.55,-4.8,-738.6144,5202.5,12.954,-19.8,-432.1452,4867.7,82.4988,395.5,0.6876,24.5
16.662,-8,-732.2184,9727.4,7.4664,-44.2,-50.082,285.9,17.2368,-2.9,-722.6076,5096.4,12.5592,-18.6,-430.944,4851.3,83.0964,407.6,0.7692,19.1
16.7028,-26.3,-733.3272,9707.5,7.77,-33,-49.38,283,17.754,1.6,-706.3608,4991.5,12.8724,-19.3,-428.7816,4822.4,84.0864,406.7,0.4968,23.7
16.902,-25.4,-734.0856,9692.8,7.2036,-34.8,-48.7992,262.7,17.346,-4,-687.4956,4880,12.2052,-13.9,-425.6856,4793.6,85.1868,414.4,0.2352,37.5
16.8792,-19.4,-734.676,9687,7.0608,-44.3,-49.7676,262.4,17.6016,-14.4,-666.6192,4739.2,12.4896,-18.3,-422.4408,4774.8,86.1,419.5,0.2004,32.3
17.19,-22.4,-734.6304,9672.9,7.3356,-36.4,-50.6736,267.5,17.2704,-7.7,-645.5484,4597.3,12.5952,-15.3,-418.5132,4751.2,86.9904,425.6,0.3816,21
17.3544,-15.2,-734.9424,9659.4,7.0068,-47.6,-50.1996,276.4,17.6568,-9.3,-625.2756,4436.4,12.5796,-10.5,-413.058,4731.9,87.1104,432.4,0.546,24.4
17.766,-14.9,-735.36,9637.7,6.984,-45,-50.9412,275.3,17.7828,-10.7,-604.29,4282,12.7128,-15.9,-406.7424,4719.7,88.3236,428.7,0.5292,26.3
17.61,-12.6,-735.6624,9603.9,7.2504,-48.5,-51.4392,278.2,18.0588,-13,-580.8408,4115.8,12.6444,-14.6,-400.8984,4712.3,89.4444,444.5,0.684,36.8
17.7912,-24.3,-737.1864,9598.2,7.2204,-38.4,-51.3756,280.5,17.8296,-7.4,-556.5348,3931.8,12.6972,-14.9,-395.8176,4702.4,89.9172,453.8,0.528,30.9
18.0576,-24.5,-738.8676,9575.5,6.9876,-30,-51.5724,276.3,18.156,-4.5,-532.0956,3738.5,12.744,-11.9,-392.9592,4695,91.3104,460.8,0.3876,28.3
18.0804,-18.9,-741.2784,9553.3,7.434,-40.9,-52.0296,280.7,18.0408,-1.2,-508.7676,3555.4,13.0656,-14.5,-392.2608,4693.3,92.2368,469.3,0.33,34.5
17.5344,-24.7,-743.5956,9522.9,7.08,-45.6,-52.092,282.5,17.7108,-11,-484.3224,3369.2,13.3332,-14.1,-393.6588,4692.3,93.2604,476.5,0.5256,29.4
17.676,-21.7,-745.8684,9494.6,7.0176,-45.7,-52.398,273.8,18.1224,-2.9,-457.4964,3166.1,13.2408,-14.2,-397.4832,4678.7,94.3056,473.1,0.462,27.1
17.85,-23.1,-748.6956,9481.2,7.1508,-44.4,-52.4784,283.2,17.9112,-2.9,-431.46,2969,13.3656,-17.1,-402.306,4684.2,95.0688,479.6,0.6684,37.2
17.8476,-25,-751.4316,9438.1,7.3236,-41.8,-52.8252,290.1,18.4776,-10.1,-405.3528,2764.9,13.464,-10.3,-407.6556,4676.5,96.282,495.6,0.7032,30.4
16.9764,-29.5,-752.664,9404.5,7.3272,-39.4,-53.4276,292.4,18.348,-9.2,-378.0948,2565.6,13.644,-6.6,-412.272,4663.5,96.63,502.5,0.4668,32.3
16.8816,-14.9,-754.0692,9362.9,6.99,-31.7,-53.4516,290,18.5364,-2.6,-348.2256,2352.2,13.9308,-7.8,-415.32,4661.1,97.7556,506.2,0.8124,26.7
17.1936,-22.7,-754.7724,9334.6,7.5048,-44.3,-53.6844,288.4,18.6216,-15.8,-318.6768,2144.1,14.1108,-9.8,-417.0036,4643.9,98.304,502.4,0.8424,24.1
17.1516,-21.6,-755.1564,9267.5,7.9524,-48.5,-53.6148,282.5,18.7884,-22.6,-290.3244,1935.7,14.0412,-9.4,-416.7204,4635.6,99.0924,511.5,0.8016,29.7
17.4096,-17.3,-754.278,9224.1,7.77,-47.2,-53.4864,285.5,19.0716,-18.2,-261.4572,1729.8,14.2584,-8.8,-415.6848,4622.7,100.1484,528.5,0.8328,22.6
18.0528,-17.2,-752.7732,9173.2,7.6668,-42,-53.9688,300.2,18.9168,-16.7,-232.5816,1519.3,14.3016,-4.4,-413.2068,4623.7,101.1204,531.3,0.7632,30.4
18.642,-20,-750.438,9121.3,7.9968,-36.1,-53.7648,301,19.0104,-15.7,-206.1696,1342.6,14.8152,-10.5,-410.4576,4611,101.9892,536.9,0.7524,26.2
18.7248,-13.3,-747.7824,9058.8,7.89,-34.5,-53.6292,297,19.5528,-16.7,-180.4944,1159.5,14.5152,4.5,-407.0112,4610.3,102.1896,544,0.4692,27.8
18.606,-19.4,-744.438,8988.2,7.7556,-40.9,-54.0012,298.2,19.374,-22.2,-155.6928,983,14.9316,-0.3,-403.7112,4602.9,103.2576,549.8,0.4404,30.8
18.9132,-15.8,-740.1048,8926.3,8.1912,-33.1,-54.5196,296.1,19.5876,-16.1,-138.3168,848.6,15.3252,-1.9,-401.8572,4609.2,103.7796,546.6,0.7632,31.4
19.1016,-15.4,-735.4572,8846.4,8.196,-28.3,-56.5368,299.3,19.4988,-20.4,-122.0856,720.5,14.7948,-7.4,-401.7396,4601.4,104.3808,560.5,0.4884,34.6
18.936,-19.4,-731.0016,8769,7.8576,-37.9,-57.2268,305,19.4604,-18.1,-109.002,635.7,14.8908,-15,-404.0616,4595.9,105.3624,566.3,0.6252,33.1
19.4676,-23.3,-725.5992,8686.3,8.2284,-33.7,-57.4044,306.4,19.5156,-15.1,-101.3688,571,15.5652,-2.8,-408.0996,4584.4,106.116,572.4,0.5856,31.8
19.4712,-16.7,-720.6312,8592.7,8.1648,-40.6,-57.5544,313.8,20.016,-19.6,-92.1096,509.9,15.6828,1.8,-413.7696,4581,107.2296,584.7,0.354,26.6
20.106,-19.4,-714.5532,8513.5,8.16,-34.8,-57.594,313.3,19.9632,-13.5,-83.9472,461.3,15.9288,-1.9,-420.0312,4580.8,107.652,592.3,0.6216,30.5
20.0388,-6.5,-707.5908,8418.8,8.3376,-36.3,-57.7932,312.2,19.8984,-20.6,-77.532,427.5,16.1064,-1.9,-424.89,4575.1,108.4332,601.9,0.5148,36.7
20.4816,-11.7,-701.3496,8324,8.5308,-42.5,-57.7056,312.1,19.7736,-15.5,-71.664,388.4,15.8208,-3.6,-429.1104,4557.2,109.4508,606.5,0.6468,30.8
20.5644,-14.5,-693.3156,8249.4,8.3424,-39.3,-57.7056,305.6,19.6632,-15.2,-66.966,354.1,16.1364,-2.8,-431.0376,4547.7,109.9656,606.6,0.5544,37.9
20.682,-7.2,-685.3512,8151.4,8.238,-30.6,-57.732,313.2,19.8336,-13,-61.518,321.5,17.0064,-1.4,-431.2992,4540.3,110.634,612,0.75,28.9
21.1932,-4.8,-677.5956,8066,8.5992,-35.5,-58.6716,314.5,19.8072,-13.7,-56.9712,287.9,16.6296,-2.2,-429.834,4527.8,111.3888,623.3,0.6324,44.1
21.0432,-7.4,-670.6176,7974.6,8.364,-28.6,-58.7712,314.5,19.6296,-14.3,-52.4712,253.4,16.2912,-0.3,-426.444,4506.3,112.1616,632.5,0.4536,39.1
21.7188,-13.7,-663.9228,7891.1,8.562,-28.2,-58.5804,313.3,19.7844,-21.9,-49.362,234.4,16.038,-2,-422.3988,4500.2,112.8576,633.6,0.6708,34.8
22.0896,-0.2,-657.678,7810.7,8.712,-44.9,-58.6512,305.7,20.0448,-24.1,-47.5224,219.3,16.2636,2.9,-417.7848,4486.9,114.0612,636.2,0.0912,36.6
22.3332,4.7,-650.538,7713,8.6148,-38.2,-58.8444,312.2,20.1936,-8.9,-45.624,205,16.206,-2.2,-413.2824,4462.6,114.5616,643.8,-0.168,30.1
22.2324,4.7,-644.9112,7630.4,8.4924,-34.6,-58.788,313.8,20.9724,-4.1,-43.6152,185.1,16.4664,5.2,-409.2816,4474.9,115.1172,652.8,0.0036,35.4
22.6836,4.3,-638.5584,7548.2,8.7264,-26.5,-58.9572,323.2,20.6388,-9.9,-41.568,171.7,16.8444,-2.5,-405.5964,4458.1,115.8996,655.6,-0.0444,22.8
23.352,2.9,-632.0376,7457.1,8.7048,-34.8,-58.1676,326.2,20.2104,-12.7,-40.002,164.9,16.7448,-2.4,-404.0808,4439.6,116.5956,666.8,-0.1308,25.2
23.9796,19.4,-626.0976,7365.6,8.5464,-29.4,-58.1652,321.1,20.4192,-6.8,-38.8464,148,16.782,6.1,-404.4108,4444.1,117.5916,673.6,-0.0288,22.5
24.0372,10.2,-619.3788,7279.2,8.454,-32.5,-58.0392,336.7,20.5788,-13.8,-37.4844,149,16.5684,2.9,-405.7092,4440.5,117.9864,674.7,-0.1572,27.1
24.5892,-6.2,-612.3756,7189.7,8.6352,-33.9,-57.5928,326.8,20.7672,-11.7,-36.5124,143.7,16.4916,3,-408.2172,4428,118.944,681.1,0.2124,22.9
25.008,14.4,-605.4108,7109.2,8.8416,-22.5,-58.374,331.6,20.7588,-7,-35.5548,136.6,16.7196,4.8,-410.16,4423,119.8932,683.3,0.0348,31.6
24.9648,12.6,-598.95,7017.7,8.4996,-26.7,-57.5556,332.9,21,-17.1,-35.5848,133.5,16.6368,7,-411.5028,4418.7,120.534,691.3,0.1176,36.7
25.6872,12.5,-592.0368,6937.6,9.1692,-32,-58.0704,326.2,20.7192,-12.6,-34.7952,128.4,16.8216,6.9,-412.704,4411.4,121.5888,694.4,0.4656,21.8
26.6124,11.6,-584.9664,6855.4,9.1092,-30.6,-59.694,338.9,20.9532,-7.3,-34.2396,125,16.698,3.5,-412.6656,4406.6,122.5248,708.9,0.5664,37.5
27.102,8.8,-578.886,6775.7,8.8944,-34.8,-61.0896,335.1,21.2532,-7.9,-34.3836,123.5,16.8948,5.4,-411.8448,4401.3,123.3564,709.6,0.3696,21.2
27.5472,16.5,-572.5308,6698,9.5628,-32.6,-63.1248,338.7,21.5184,-4.1,-34.164,114.2,16.9632,9.2,-410.0172,4397.2,124.128,712.2,0.3336,24.5
28.2024,24.6,-566.3832,6629.6,9.6228,-29.7,-64.4748,334.9,21.3024,-5.8,-33.6756,129.9,17.1672,11.2,-407.4528,4388.1,124.7112,729.9,0.6936,33.7
28.5048,27.1,-561.3972,6560.9,9.246,-23.3,-65.0112,336,20.9448,-9.5,-33.3612,133.6,17.3412,17.7,-403.65,4382.6,125.9412,730.8,0.6036,23.3
28.6188,30.2,-555.5676,6492.7,9.4104,-26.2,-65.8608,332.2,21.1728,-9.9,-33.3708,121.9,17.226,21.5,-399.6792,4383,126.9456,721.4,0.8916,26.5
29.1672,32.8,-549.9888,6422.2,9.8112,-18.2,-66.786,332.9,21.4656,-6.6,-33.1944,114.6,17.466,5.6,-396.5076,4378.6,128.0076,744,0.354,34.7
30.078,30.5,-543.7164,6349.1,10.1628,-5.8,-66.948,333,21.3072,-5.6,-33.0996,124,17.2836,8,-393.9792,4369.9,128.652,752.2,0.7044,32.6
30.294,32.9,-537.3924,6284.3,10.1256,-21.7,-67.068,341,20.9796,-12.4,-33.2076,135,17.388,21.1,-394.326,4375.9,129.6216,753.6,0.4164,27.6
30.798,36.7,-530.9544,6213.6,10.2468,-9,-67.1244,332,21.1248,-8.6,-33.2064,125.2,17.8416,12.8,-395.4624,4380.9,130.1424,764.4,0.3888,25.6
31.434,45.4,-524.8452,6153.7,10.11,-15.2,-66.8592,339.8,21.4776,-2.4,-33.1464,115,18.0588,6.4,-398.6352,4372.1,131.2152,768.8,0.8904,22.6
31.9344,36.3,-518.64,6092.6,10.0656,-4.4,-66.3204,338.9,21.5316,-7.9,-33.012,109.5,18.0132,18.3,-402.7236,4373.4,132.2916,771.6,0.1836,31.1
32.1348,37.8,-513.2364,6032.3,10.6368,-8.2,-65.4096,335.6,21.732,-8,-33.0984,114.3,17.7744,16,-406.4268,4372.8,133.1472,783.7,0.6336,32
32.244,41.5,-508.3164,5976,10.776,-13.6,-64.7448,334.5,21.5784,-4.1,-33.456,113.7,17.7288,15.8,-410.3448,4364.8,134.4,796.2,0.222,24.7
32.9208,44.5,-504.1464,5926.6,10.704,-13.6,-64.4724,332.7,21.4224,-4.4,-33.42,105.8,17.6736,17.6,-412.6704,4373.1,135.2844,799.2,0.456,34.1
33.1044,51.9,-500.3652,5870,10.8216,-10.7,-64.1508,333.4,21.8532,-8.2,-33.4464,106.8,17.7432,20.3,-413.5404,4361.5,136.3356,810.4,0.366,32.8
33.558,62.8,-496.626,5812,10.8444,-21.5,-64.0896,328.4,22.0524,3.2,-33.2148,108.4,17.9352,14.5,-413.3424,4359.5,136.6872,818.1,0.1572,27.2
34.4832,65.3,-493.2504,5772.3,11.274,-20.6,-64.4388,340.9,22.1064,-3.7,-33.6492,98.6,17.8632,16.6,-411.708,4362.4,138.2532,821.5,0.5832,18.6
35.1096,65.4,-489.6096,5709.6,11.0556,-14.6,-63.8268,329.8,21.9336,-9.5,-33.7344,96.5,17.9508,15.1,-409.098,4360.1,139.122,828.3,0.3888,30.9
35.4984,54.5,-485.3244,5645.8,11.0796,-17.7,-63.9972,327,22.164,-0.6,-33.9732,96,18.2916,23.5,-406.7256,4364.3,139.9356,841,0.0804,32.4
36.1824,67.2,-481.5816,5599.2,11.508,-21.1,-63.1284,330.4,22.3884,-1.5,-34.1592,97,17.8932,20.5,-404.1756,4352.1,140.772,850.4,0.3516,32.3
36.4428,73.7,-477.726,5548.1,11.6604,-10.6,-62.622,315.3,21.7512,-0.5,-34.5144,108.6,18.1248,20.8,-401.3472,4352.5,141.8616,854.4,0.0864,39.2
36.702,67.5,-473.7132,5497.4,11.8092,-19,-62.6064,311.5,22.2924,3.8,-34.6044,103.8,18.3336,24,-399.2928,4347.1,142.2636,863.5,0.2304,38.6
37.3416,71,-470.0904,5447.2,11.6616,-16.8,-62.1768,310.5,22.3764,-3,-34.3224,94.9,18.7356,22.1,-399.348,4353.6,143.256,868.9,0.3204,44.7
37.5768,86.8,-465.744,5385.3,11.4684,-18.4,-61.6716,305.1,22.14,6.9,-34.2264,101.4,18.6756,29,-401.1012,4361.7,144.3492,871.9,0.0648,43
37.4724,85.2,-462.4632,5340.8,12.1524,-16.2,-61.4064,306.5,22.5888,1.8,-34.2744,91.1,18.3876,26.8,-405.4548,4352.7,144.6564,870.4,-0.2484,38.6
37.9536,74.7,-458.904,5291.2,12.3336,-17.4,-60.84,293.9,22.9608,5.2,-34.2,97,18.4116,29.8,-410.1396,4344,145.6848,881.9,-0.0096,42.3
38.2068,85.7,-455.0856,5227.2,12.408,-22.1,-60.4476,296.2,22.3272,6.2,-33.9972,110.4,18.7536,34,-415.068,4345.1,146.5752,894.2,0.378,26
38.7372,94.3,-451.7904,5178.1,12.132,-12.9,-60.348,294.1,22.566,7.1,-34.1844,93.2,18.6276,29.6,-419.6328,4341.5,146.898,902.7,-0.2688,41.7
39.5112,99.1,-447.8136,5122.4,11.97,-8.3,-59.4984,296.8,22.9656,9.3,-33.9936,94.6,18.5664,28.3,-422.4384,4342.5,148.1244,914.9,-0.282,40.3
39.9432,84.1,-444.0552,5081,12.3372,-8.6,-58.4544,295.4,22.6644,12.9,-34.1244,98.6,19.0464,25.9,-424.206,4342.8,148.0416,918.6,0.0252,35.8
40.56,94.9,-440.61,5018.1,11.9436,-5.2,-57.9228,284.8,23.172,12.8,-34.0152,102,18.9552,27.6,-424.5804,4343.5,149.7576,921.6,0.2136,45
41.298,101.4,-436.962,4966,11.886,-14.4,-57.366,293.5,23.1684,2.6,-33.912,101.4,19.068,34.1,-423.5352,4350.7,137.5776,923.3,-0.1932,42.7
41.2164,100.4,-432.7788,4906,12.5196,-11.1,-56.604,294.1,23.208,11.1,-33.8028,104.6,19.4832,37.1,-420.5832,4348.7,139.17,926.1,-0.336,46.7
42.18,97.2,-429.0948,4852.2,12.456,-17.1,-55.4448,288.6,23.1264,8.6,-33.8064,99,19.3428,34.5,-416.5068,4339.9,148.7412,926.6,-0.384,37.5
42.2028,111.6,-424.806,4797.3,12.2976,-14.8,-54.7212,279.9,23.1288,9.5,-33.696,96.5,19.8564,37.7,-411.8496,4343.3,152.094,931.8,0.174,48.6
42.8064,112.1,-421.0428,4734.3,12.1344,-6.2,-53.628,270.6,23.4696,10.7,-33.7224,89.8,19.6716,34.8,-406.626,4337.9,154.1004,943,0.318,47.2
43.188,113.3,-416.3772,4670.7,12.1956,6,-52.2636,256.8,23.4192,11.4,-33.648,87.2,19.7676,45.5,-403.3896,4342.6,155.3616,952.6,0.3552,35.7
43.5708,114.3,-412.074,4608.5,12.6708,-1.8,-50.5128,258.5,23.4036,11.7,-33.7908,93.2,19.9728,39.2,-401.7504,4353.1,156.1224,962.5,0.3516,44.3
44.4912,110.6,-407.2956,4540.6,12.7164,-8,-49.4184,246.2,23.7816,3.5,-33.9612,102.6,20.1252,37.1,-403.4808,4348,157.2468,967.2,0.4476,39.5
44.9568,121,-402.66,4475.5,12.1572,-8,-48.2664,242.2,23.7648,16.8,-33.7656,101.3,20.3532,42.2,-407.6652,4342.4,158.5296,971.2,0.4788,24
45.6672,117.1,-397.4184,4397.1,12.3636,-3.9,-46.992,237.7,23.7672,18.4,-33.5256,99.7,20.5104,35.9,-413.0004,4343.7,159.4092,973.7,0.0372,34.5
46.5492,125.2,-392.052,4329.7,12.1464,-6.9,-46.1508,232.1,24.0912,13,-33.7272,91.5,20.4396,40.8,-418.938,4349.5,160.602,990.7,0.234,38.6
47.5776,129.9,-386.6652,4262.5,12.906,-6.8,-44.8236,222.2,24.3216,12.1,-33.6156,95.1,20.7852,38.7,-423.3012,4348,161.5524,987.7,0.4152,36.8
48.3324,133.1,-381.0312,4181.5,12.924,-7.1,-43.7556,219.8,24.1236,12.7,-33.3732,98.3,21.024,37.2,-426.1524,4344.1,162.6552,1009.1,-0.0024,32.9
48.7476,137.6,-375.5796,4113.8,12.84,-5.1,-42.8376,209.3,24.1116,14.9,-33.0168,92.7,20.922,39.7,-426.3948,4348.5,163.968,1009,0.4512,36.9
48.9084,148.7,-370.26,4033.2,13.0956,1.2,-41.562,203.3,24.7116,10.9,-33.0876,90.5,21.4212,41.3,-424.8,4348.3,165.0516,1024.4,-0.0756,41.4
49.9128,147.9,-364.0296,3966.8,12.7896,-3.8,-40.1496,196.7,23.8104,10.7,-33.3708,85.4,21.7536,42.7,-421.0572,4344,166.0656,1029.2,0.2376,35.4
50.5428,147,-357.486,3888.5,13.362,4.5,-38.1648,189.9,24.3084,10.2,-33.1332,89.2,22.0104,44.6,-415.8312,4346.7,167.4516,1039.6,0.1992,36.2
50.6496,163.2,-351.234,3808.7,12.576,5.1,-36.3852,177.1,24.2796,19.8,-33.156,78.3,22.3848,38,-410.6916,4342.3,168.1368,1040.2,0.0876,25.7
51.3396,160.2,-344.7084,3718.8,13.0776,5.3,-35.0676,164.1,24.1728,22.9,-32.8272,77.2,22.242,39.9,-406.2816,4348.4,168.966,1049.5,0.366,34.5
51.8124,165.5,-337.8996,3640.5,13.062,3.6,-34.2516,168.4,24.8292,24.7,-32.2944,77.8,22.326,34.4,-403.2552,4342.2,169.8612,1064.1,0.066,39.5
52.5756,171.3,-329.8716,3545.7,12.8988,1.3,-33.2964,159.4,24.0672,17.6,-32.4696,84.7,23.0268,49.4,-402.9492,4335.9,170.8092,1075.1,0.3984,41.2
53.064,176.6,-322.5012,3448,13.1556,-1.2,-32.3748,152.8,24.8028,12.2,-31.9056,71.8,23.3436,56.9,-405.6852,4346.5,171.9888,1086.3,0.3408,39.4
53.6916,179.7,-315.2328,3360.2,13.3908,-3.4,-31.218,142.4,24.8112,16.5,-31.3968,74.2,23.448,53.2,-409.6596,4344.4,173.142,1083,0.4548,45
54.5232,174.5,-306.8616,3266.9,13.6536,3.3,-30.0828,142.7,24.5244,19.1,-31.434,80.5,23.4216,55.5,-414.9144,4331.1,174.7572,1098.2,0.6156,39.5
54.7656,181.6,-298.9356,3176.7,13.3824,8.6,-29.1072,137.6,24.9636,4.9,-30.7512,75.3,23.4348,48.2,-419.4588,4340.4,175.5888,1104.1,0.0504,40.3
55.5768,185.7,-290.6076,3070.4,13.8516,7.3,-28.2864,125,24.7272,8,-29.4912,70.4,23.4972,55.6,-422.6364,4339.5,176.6712,1104,0.39,44.9
56.106,194.5,-282.3156,2976.5,13.656,1.3,-27.8076,121.4,25.0968,18.6,-29.1864,66.3,23.9304,57,-424.7388,4342.7,177.7644,1111.5,0.2172,32.4
56.8584,196.7,-274.1604,2874.6,13.6608,4.3,-26.6892,112.5,25.398,26.8,-28.6308,71.7,23.8464,59.2,-424.5072,4334,178.6548,1120.5,0.1368,37.3
57.3132,208,-265.9392,2775,13.728,4.4,-25.9692,113.3,25.4316,24,-27.7296,70.9,24.0132,58.1,-423.0672,4336.4,179.6688,1126.3,0.1344,30.1
57.8364,214.5,-257.4636,2687.1,13.656,-2.9,-25.4964,103.3,25.5804,12.6,-27.1692,71.3,24.3024,55.5,-420.7332,4338.7,180.4716,1137.7,-0.0528,48.2
58.0356,216.5,-248.9088,2599.4,14.0712,0.2,-24.528,105.6,25.8336,7.2,-25.8048,63.7,24.3192,61,-418.584,4346.3,181.8036,1148.8,0.3972,49.5
59.3508,221.6,-238.8072,2495.5,13.8732,7.7,,,25.3884,14.6,-25.068,58.1,24.2592,55.6,-416.5452,4342.2,182.5284,1155.6,0.3432,42.8
59.6256,219.6,-230.412,2395.5,13.4508,4.7,-84.0304,5.6163,25.9956,18.5,-23.9244,58.1,24.6264,62.7,-414.2304,4345.2,183.5928,1156,0.3276,34.9
59.904,220.6,-221.8656,2307,14.1852,10.9,-84.0976,5.5983,25.932,10.6,-22.6512,45.8,24.8256,59.9,-412.9584,4340.8,184.4916,1156.7,-0.1056,43.5
60.5604,231.4,-213.3528,2202.5,14.0688,4.9,-84.2566,5.5771,25.5024,26.1,-21.294,36.5,25.1232,66.3,-412.6164,4344.8,185.3508,1168,0.1308,41.5
61.0584,239.5,-204.378,2107.8,14.0892,9.5,-84.3623,5.5618,25.5072,16.4,-20.6556,25.4,25.2012,56.7,-413.5956,4344.6,186.1656,1175.2,-0.2496,52.6
61.6812,241.4,-195.5244,2005.7,14.1804,1.9,-84.4263,5.5455,25.638,7.8,-19.11,14.7,25.008,61.3,-415.8312,4363.3,187.002,1172.7,0.1452,43.7
62.5176,244.9,-184.368,1876.8,14.3472,0.9,-84.4135,5.5285,25.7328,17.9,-17.8224,11.4,25.44,64.1,-418.0824,4357,187.884,1181.6,-0.1104,36.1
63.078,250.3,-174.7932,1788.3,14.5344,9.7,-84.2824,5.5146,26.1876,14.3,-17.0256,16.9,25.2948,75,-420.7056,4352.9,188.8116,1195.2,-0.1932,41.7
63.5844,264.6,-166.6776,1694.4,14.3868,5.3,-84.0116,5.4866,25.68,16.9,-15.864,14.9,25.7844,68.7,-422.2416,4351.8,189.8136,1199.8,-0.0612,37.8
64.3872,265.8,-157.626,1600.7,14.9292,9.8,-83.5648,5.457,25.7496,11.6,-14.7144,5,25.5948,74.5,-423.354,4354.8,190.9188,1201.5,-0.4944,42.7
64.9236,264.7,-149.0304,1511.6,14.9076,7.9,-82.9801,5.4186,25.974,18.1,-13.1484,-10.9,26.1636,84.9,-423.9912,4351.6,192.3228,1214.4,-0.0204,40.5
66.042,279.5,-139.716,1407.3,14.9376,-0.8,-82.2501,5.3814,25.7688,20.3,0,0,25.8804,82.5,-423.984,4349,193.4088,1216.1,-0.0228,49.3
66.4944,281,-131.2644,1320.8,14.7384,6,-81.3783,5.3339,25.9188,10.1,-855.3168,5346.9,26.28,76.6,-423.6744,4365.2,194.7972,1219,-0.3072,42.9
67.1844,283.2,-122.6124,1236.2,14.5656,10.9,-80.3712,5.2904,26.0328,19.1,-856.206,5336.2,26.454,71.3,-423.4656,4356.3,195.4788,1230.9,0.276,46.6
68.3412,295.4,-115.3164,1157.8,15.186,4.5,-79.2218,5.2295,26.3724,9.3,-855.78,5320.9,26.7324,72,-422.4588,4353.1,196.476,1234.2,,
68.304,296.9,-108.3528,1065.3,14.742,4.9,-77.8109,5.1558,26.3028,12.6,-854.8392,5296.7,26.604,79.6,-421.806,4351.3,197.9544,1251.2,-60.7689,9.1475
69.0252,302.1,-100.362,986.2,15.5412,12.2,-76.0547,5.0633,26.0196,11.3,-852.9708,5292.5,26.5512,84.4,-420.906,4351,198.5604,1263,-60.9241,9.1304
69.8124,310.8,-91.6092,890.4,15.624,18.3,-73.9339,4.9554,25.908,16.1,-851.2836,5283.6,26.67,98.9,-420.0948,4354.3,199.6572,1269.8,-61.0224,9.0987
70.7952,312.5,-83.5872,801.7,15.534,8.9,-71.58,4.8288,26.3724,19.3,-848.9088,5279.7,27.0936,91.8,-419.9448,4353.5,199.9896,1278.7,-61.1268,9.0612
71.352,314.2,-75.3396,726.8,15.2364,7,-69.3225,4.6778,26.5008,6.2,-845.7192,5254.2,27.4104,80,-420.984,4355.4,201.4164,1277.7,-61.1442,9.0325
71.8608,316.9,-67.47,642.8,14.8944,3.7,-67.1056,4.5351,25.8816,8.2,-841.842,5237.8,27.3192,81.2,-424.0584,4352.9,202.0452,1291.3,-61.1002,8.9901
72.5052,323.8,-60.1404,564,14.9844,12.3,-64.8845,4.3745,26.4372,7.6,-838.0188,5216,27.4536,83.8,-427.0512,4359.9,203.3076,1292.8,-61.0588,8.9464
72.8892,337.5,-53.2788,482.7,14.724,17.7,-62.6603,4.2071,26.2308,14.6,-833.0844,5195.4,27.5724,94.6,-429.4932,4366.4,204.0792,1307.4,-60.9784,8.9111
74.3712,342.1,-47.5596,420.5,15.0024,14.5,-60.2785,4.0341,26.2212,14.5,-827.6436,5171.2,27.8088,95,-432.1764,4363.2,204.9192,1318.6,-60.8699,8.8584
74.4768,342.3,-41.6124,374.2,14.7216,14.9,-57.7492,3.8492,26.3016,8,-821.2608,5134.8,27.3324,97.3,-433.8228,4362.2,205.938,1311.4,-60.7064,8.8045
75.036,346,-37.542,328.3,14.784,12,-54.9389,3.6522,26.1048,12.7,-813.7188,5113,27.2724,93.7,-434.2848,4360.5,207.2004,1319.7,-60.4406,8.7523
75.8484,358,-34.2888,292.2,14.934,0.7,-52.123,3.4526,26.0472,18.1,-806.1588,5089.1,27.594,96,-433.6116,4364.2,207.5856,1330.2,-60.1353,8.6973
76.3392,361.4,-30.3612,265.7,14.5032,20.7,-49.1017,3.234,26.4264,19.3,-798.006,5045.3,28.1088,98.3,-431.2596,4369.2,208.5,1338.8,-59.8226,8.616
