cs_tt,cs_ft,cs_tl,cs_fl,d_tt,d_ft,d_tl,d_fl,wd_tt,wd_ft,wd_tl,wd_fl,w_tt,w_ft,w_tl,w_fl,ns_tt,ns_ft,ns_tl,ns_fl
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,788.0820096,21.1,,,,,,
,,,,,,,,,,,,796.3368416,33.5,,,,,,
,,,,,,,,,,,,795.4426368,58.9,,,,,,
,,,,,,,,,,,,799.89784,82.1,,,,,,
,,,,,,,,,,,,801.5830848,104.3,,,,,,
,,,,,,,,,,,,809.0297376,129.4,,,,,,
,,,,,,,,,,,,806.5402688,161.9,,,,,,
,,,,,,,,,,,,812.8356288,186.4,,,,,,
,,,,,,,,,,,,816.298736,201.4,,,,,,
,,,,,,,,,,,,823.544992,229.2,,,,,,
,,,,,,,,,,,,830.1976384,241.7,,,,,,
,,,,,,,,,,,,835.6657024,270.8,,,,,,
,,,,,,,,,,,,836.7929344,310.6,,,,,,
,,,,,,,,,,,,842.215184,326.6,,,,,,
,,,,,,,,,,,,848.2125856,367.8,,,,,,
,,,,,,,,,,,,842.9432704,413,,,,,,
,,,,,,,,,,,,850.8892672,440.6,,,,,,
,,,,,,,,,,,,855.6618752,481.2,,,,,,
,,,,,,,,,,,,792.2175008,348.4,,,,,,
,,,,,,,,,,,,820.451696,357.1,,,,,,
,,,,,,,,,,,,828.9922912,349.3,,,,,,
,,,,,,,,,,,,830.8261856,343.1,,,,,,
,,,,,,,,,,,,835.9234496,334,,,,,,
,,,,,,,,,,,,831.6913856,352.5,,,,,,
,,,,,,,,,,,,830.761584,347.5,,,,,,
,,,,,,,,,,,,832.7896128,345,,,,,,
,,,,,,,,,,,,830.8350848,342.7,,,,,,
,,,,,,,,,,,,861.0191936,440.1,,,,,,
,,,,,,,,,,,,882.653808,530.6,,,,,,
,,,,,,,,,,,,898.7165344,616,,,,,,
,,,,,,,,,,,,907.7076928,708,,,,,,
,,,,,,,,,,,,919.4566144,792,,,,,,
,,,,,,,,,,,,930.4395456,877.2,,,,,,
,,,,,,,,,,,,940.409616,951.6,,,,,,
,,,,,,,,,,,,953.7725888,1030.2,,,,,,
,,,,,,,,,,,,956.4136736,1123.7,,,,,,
,,,,,,,,,,,,970.3135648,1185.6,,,,,,
,,,,,,,,,,,,967.7884992,1280.2,,,,,,
,,,,,,,,,,,,982.351216,1359.4,,,,,,
,,,,,,,,,,,,995.3723936,1432.1,,,,,,
,,,,,,,,,,,,1000.469328,1529.4,,,,,,
,,,,,,,,,,,,1009.147037,1621.4,,,,,,
,,,,,,,,,,,,1016.641811,1713.6,,,,,,
,,,,,,,,,,,,1027.567062,1802.5,,,,,,
,,,,,,,,,,,,1041.658122,1891.9,,,,,,
,,,,,,,,,,,,1058.473984,1995.7,,,,,,
,,,,,,,,,,,,1062.832285,2101.1,,,,,,
,,,,,,,,,,,,1073.621411,2213.6,,,,,,
,,,,,,,,,,,,1096.715824,2317.8,,,,,,
,,,,,,,,,,,,1092.198986,2435.5,,,,,,
,,,,,,,,,,,,1126.612522,2568.2,,,,,,
,,,,,,,,,,,,827.046992,1975.3,,,,,,
,,,,,,,,,,,,1077.163622,2265.1,,,,,,
,,,,,,,,,,,,1130.772403,2499.7,,,,,,
,,,,,,,,,,,,1170.949654,2753.3,,,,,,
,,,,,,,,,,,,1177.242378,3006.2,,,,,,
,,,,,,,,,,,,1204.737939,3256.6,,,,,,
,,,,,,,,,,,,1227.765114,3503.5,,,,,,
,,,,,,,,,,,,1243.509117,3760.6,,,,,,
,,,,,,,,,,,,1274.017552,4004.8,,,,,,
,,,,,,,,,,,,1294.434624,4261.2,,,,,,
,,,,,,,,,,,,1313.034282,4528,,,,,,
,,,,,,,,,,,,1339.702547,4788.8,,,,,,
,,,,,,,,,,,,1355.851958,5046.4,,,,,,
,,,,,,,,,,,,1387.52553,5317.8,,,,,,
,,,,,,,,,,,,1406.917546,5595.5,,,,,,
,,,,,,,,,,,,1432.83696,5866.7,,,,,,
,,,,,,,,,,,,1458.241869,6131,,,,,,
,,,,,,,,,,,,1488.790515,6415.8,,,,,,
,,,,,,,,,,,,1512.384272,6700.2,,,,,,
,,,,,,,,,,,,1539.279632,6989.3,,,,,,
,,,,,,,,,,,,1564.846374,7268.8,,,,,,
,,,,,,,,,,,,1590.394989,7548.1,,,,,,
,,,,,,,,,,,,1624.565939,7846.5,,,,,,
,,,,,,,,,,,,1643.840947,8147.2,,,,,,
,,,,,,,,,,,,1675.01023,8432.5,,,,,,
,,,,,,,,,,,,1700.763197,8719.3,,,,,,
,,,,,,,,,,,,1731.87513,9032.3,,,,,,
,,,,,,,,,,,,1761.768861,9347.5,,,,,,
,,,,,,,,,,,,1765.294592,8444.9,,,,,,
,,,,,,,,,,,,1782.261082,8858.2,,,,,,
,,,,,,,,,,,,1812.029235,9276.6,,,,,,
,,,,,,,,,,,,1843.239718,9690.9,,,,,,
,,,,,,,,,,,,1888.952931,10091.6,,,,,,
,,,,,,,,,,,,1913.308394,10485,,,,,,
,,,,,,,,,,,,1959.396362,10862.8,,,,,,
,,,,,,,,,,,,1991.877782,11238.2,,,,,,
,,,,,,,,,,,,2026.003907,11622.5,,,,,,
,,,,,,,,,,,,2058.677155,11991.1,,,,,,
,,,,,,,,,,,,2086.076144,12346.3,,,,,,
,,,,,,,,,,,,2117.691046,12709.2,,,,,,
,,,,,,,,,,,,2148.009632,13068.7,,,,,,
,,,,,,,,,,,,2173.13504,13440.9,,,,,,
,,,,,,,,,,,,2190.619002,13802.6,,,,,,
,,,,,,,,,,,,2220.035472,14157.8,,,,,,
,,,,,,,,,,,,2245.70505,14526.2,,,,,,
,,,,,,,,,,,,2275.040768,14879.5,,,,,,
,,,,,,,,,,,,2307.379802,15235.3,,,,,,
,,,,,,,,,,,,2330.232288,15579,,,,,,
,,,,,,,,,,,,2346.56265,15931.8,,,,,,
,,,,,,,,,,,,2377.153155,16277,,,,,,
,,,,,,,,,,,,2397.037264,16626.2,,,,,,
,,,,,,,,,,,,2406.711354,16982.9,,,,,,
,,,,,,,,,,,,2439.022042,17305.3,,,,,,
,,,,,,,,,,,,2456.749248,17639.1,,,,,,
,,,,,,,,,,,,2481.092186,17984.1,,,,,,
,,,,,,,,,,,,2509.966134,18306.6,,,,,,
,,,,,,,,,,,,2527.672246,18620.3,,,,,,
,,,,,,,,,,,,2555.923581,18947.3,,,,,,
,,,,,,,,,,,,2578.22168,19249.6,,,,,,
,,,,,,,,,,,,2590.418198,19556.8,,,,,,
,,,,,,,,,,,,2609.717926,19855.4,,,,,,
,,,,,,,,,,,,2745.464675,20023.7,,,,,,
,,,,,,,,,,,,2789.475834,20267,,,,,,
,,,,,,,,,,,,2736.773453,20527.2,,,,,,
,,,,,,,,,,,,2727.294486,20774.8,,,,,,
,,,,,,,,,,,,2684.408582,21012.9,,,,,,
,,,,,,,,,,,,2706.055062,21247.5,,,,,,
,,,,,,,,,,,,2727.519933,21457.1,,,,,,
,,,,,,,,,,,,2731.08225,21633.2,,,,,,
,,,,,,,,,,,,2764.311533,21840.6,,,,,,
,,,,,,,,,,,,2772.940461,22024.1,,,,,,
,,,,,,,,,,,,2805.563939,22212.1,,,,,,
,,,,,,,,,,,,2807.237318,22380.3,,,,,,
,,,,,,,,,,,,2831.525213,22545.5,,,,,,
,,,,,,,,,,,,2846.497952,22717.3,,,,,,
,,,,,,,,,,,,2866.421942,22881.9,,,,,,
,,,,,,,,,,,,2890.956048,23052.1,,,,,,
,,,,,,,,,,,,2909.54417,23206.5,,,,,,
,,,,,,,,,,,,2929.192285,23366,,,,,,
,,,,,,,,,,,,2943.232586,23524.8,,,,,,
,,,,,,,,,,,,2956.192787,23679.6,,,,,,
,,,,,,,,,,,,2964.003318,23837.1,,,,,,
,,,,,,,,,,,,2968.710006,23985.3,,,,,,
,,,,,,,,,,,,3024.680042,24153.1,,,,,,
,,,,,,,,,,,,3043.123798,24368.8,,,,,,
,,,,,,,,,,,,3041.427018,24598.6,,,,,,
,,,,,,,,,,,,3063.057347,24826.3,,,,,,
,,,,,,,,,,,,3081.587459,25065.9,,,,,,
,,,,,,,,,,,,3097.860141,25316,,,,,,
,,,,,,,,,,,,3109.933389,25555.2,,,,,,
,,,,,,,,,,,,3125.789786,25807.5,,,,,,
,,,,,,,,,,,,3142.28264,26045.7,,,,,,
,,,,,,,,,,,,3167.211936,26301.3,,,,,,
,,,,,,,,,,,,3181.140173,26541.7,,,,,,
,,,,,,,,,,,,3193.644208,26801.5,,,,,,
,,,,,,,,,,,,3217.960448,27066.3,,,,,,
,,,,,,,,,,,,3230.098957,27318.5,,,,,,
,,,,,,,,,,,,3259.854915,27575.1,,,,,,
,,,,,,,,,,,,3269.965066,27820,,,,,,
,,,,,,,,,,,,3295.735171,28084.9,,,,,,
,,,,,,,,,,,,3317.734653,28343.2,,,,,,
,,,,,,,,,,,,3338.327072,28602.2,,,,,,
,,,,,,,,,,,,3355.567789,28852.3,,,,,,
,,,,,,,,,,,,3386.374842,29117.4,,,,,,
,,,,,,,,,,,,3404.033821,29363.4,,,,,,
,,,,,,,,,,,,3410.241178,29631,,,,,,
,,,,,,,,,,,,3430.003994,29898.4,,,,,,
,,,,,,,,,,,,3442.24369,30164,,,,,,
,,,,,,,,,,,,3459.725674,30433,,,,,,
,,,,,,,,,,,,3480.109786,30683.6,,,,,,
,,,,,,,,,,,,3491.020534,30950.1,,,,,,
,,,,,,,,,,,,3514.512445,31224.8,,,,,,
,,,,,,,,,,,,3524.528659,31488.7,,,,,,
,,,,,,,,,,,,3529.983869,31749.7,,,,,,
,,,,,,,,,,,,3542.459558,32026.8,,,,,,
,,,,,,,,,,,,3574.020406,32296.4,,,,,,
,,,,,,,,,,,,3585.452912,32559.6,,,,,,
,,,,,,,,,,,,3614.153162,32831.2,,,,,,
,,,,,,,,,,,,3618.519702,33104.1,,,,,,
,,,,,,,,,,,,3641.005674,33364.7,,,,,,
,,,,,,,,,,,,3675.184864,33627.5,,,,,,
,,,,,,,,,,,,3694.975366,33905.7,,,,,,
,,,,,,,,,,,,3717.511766,34192.9,,,,,,
,,,,,,,,,,,,3724.632115,34463,,,,,,
,,,,,,,,,,,,3759.12937,34736.7,,,,,,
,,,,,,,,,,,,3769.583622,35027.4,,,,,,
,,,,,,,,,,,,4207.841866,36609.4,,,,,,
,,,,,,,,,,,,4233.79424,36910.7,,,,,,
,,,,,,,,,,,,4217.267437,37213.9,,,,,,
,,,,,,,,,,,,4234.660758,37510.5,,,,,,
,,,,,,,,,,,,4251.588355,37803.7,,,,,,
,,,,,,,,,,,,4273.751648,38090.1,,,,,,
,,,,,,,,,,,,4298.984176,38395.3,,,,,,
,,,,,,,,,,,,4303.992118,38679.5,,,,,,
,,,,,,,,,,,,4330.355174,38969.3,,,,,,
,,,,,,,,,,,,4343.309114,39259.7,,,,,,
,,,,,,,,,,,,4363.14576,39547.3,,,,,,
,,,,,,,,,,,,4389.002221,39826.2,,,,,,
,,,,,,,,,,,,4403.923872,40108.9,,,,,,
,,,,,,,,,,,,4436.033174,40383.8,,,,,,
,,,,,,,,,,,,4443.251744,40675,,,,,,
,,,,,,,,,,,,4460.598592,40960.5,,,,,,
,,,,,,,,,,,,4484.683782,41233.5,,,,,,
,,,,,,,,,,,,4493.160106,41527.5,,,,,,
,,,,,,,,,,,,4529.102656,41808.7,,,,,,
,,,,,,,,,,,,4542.907622,42093.8,,,,,,
,,,,,,,,,,,,4560.483542,42377.3,,,,,,
,,,,,,,,,,,,4577.38609,42654,,,,,,
,,,,,,,,,,,,4602.03127,42939.6,,,,,,
,,,,,,,,,,,,4630.743056,43213.5,,,,,,
,,,,,,,,,,,,4648.649565,43506.3,,,,,,
,,,,,,,,,,,,4668.995773,43795.6,,,,,,
,,,,,,,,,,,,4697.532541,44076.2,,,,,,
,,,,,,,,,,,,4693.89936,44362.8,,,,,,
,,,,,,,,,,,,4721.789123,44655.7,,,,,,
,,,,,,,,,,,,4742.993939,44932.5,,,,,,
,,,,,,,,,,,,4756.732656,45222.6,,,,,,
,,,,,,,,,,,,4765.44728,45512.3,,,,,,
,,,,,,,,,,,,4772.783517,45802.3,,,,,,
,,,,,,,,,,,,4798.969578,46084.1,,,,,,
,,,,,,,,,,,,4815.416618,46372.7,,,,,,
,,,,,,,,,,,,4845.554912,46665.1,,,,,,
,,,,,,,,,,,,4856.454784,46956.9,,,,,,
,,,,,,,,,,,,4885.018579,47239.5,,,,,,
,,,,,,,,,,,,4907.961706,47515.8,,,,,,
,,,,,,,,,,,,4923.306893,47800.7,,,,,,
,,,,,,,,,,,,4938.029795,48094,,,,,,
,,,,,,,,,,,,4954.572749,48378.6,,,,,,
,,,,,,,,,,,,4975.025418,48666.3,,,,,,
,,,,,,,,,,,,5001.090845,48966.3,,,,,,
,,,,,,,,,,,,5019.586019,49247.3,,,,,,
,,,,,,,,,,,,5035.064365,49546.3,,,,,,
,,,,,,,,,,,,5055.968915,49843.5,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
