Dcu1,Dtu1,Dcd1,Dtd1,Dcu2,Dtu2,Dcd2,Dtd2,Dcu3,Dtu3,Dcd3,Dtd3,Dcu4,Dtu4,Dcd4,Dtd4,Dcu5,Dtu5,Dcd5,Dtd5
26.6576,485.2467408,10.6476,-270.695516,31.0818,510.1841944,3.9569,-180.1625948,33.1479,496.3383988,14.3419,-288.0006696,-0.3654,113.82013,-0.5957,-105.002094,-0.5907,113.4696828,1.9451,-108.8388028
26.8064,487.6945976,10.2925,-268.0826944,31.3078,513.0511376,3.6502,-125.1034092,33.3953,498.8610748,13.9231,-285.0911668,-0.3703,113.8795404,-0.4751,-108.676928,-0.5867,116.5235504,1.9365,-109.5991076
26.9615,489.9584552,9.9812,-264.8583824,31.5474,515.345854,3.6486,-126.9410116,33.6503,502.7473884,13.4936,-281.649772,-0.3751,114.8416016,-0.469,-101.0999596,-0.6073,97.3016492,1.953,-108.755002
27.1123,491.3702968,9.7825,-261.6386024,31.7935,519.242756,3.6453,-128.71599,33.881,505.4574008,13.0548,-277.7900736,-0.3762,115.3013524,-0.4488,-101.1160276,-0.6152,99.6094672,1.9065,-139.8815196
27.267,492.4712432,9.7136,-258.7558384,32.0219,521.4737772,3.6549,-128.47909,34.1307,508.5024104,12.6224,-273.981422,-0.3819,115.2324248,-0.4694,-97.417174,-0.6113,96.5391608,1.8298,-141.5674236
27.4311,495.3680152,9.6998,-257.2093964,32.2663,524.6652528,3.65,-128.6854608,34.3728,511.0419372,12.1888,-268.5880536,-0.3858,114.3451416,-0.4557,-96.7257968,-0.6215,97.34425,1.7187,-141.8597788
27.5882,497.2117564,9.692,-254.6807052,32.5069,528.3976432,3.6664,-127.1340336,34.6102,513.4274996,11.7487,-265.3529472,-0.385,116.9483224,-0.4669,-98.8119176,-0.6069,97.11868,1.5947,-138.5293768
27.7455,499.0725956,9.3897,-270.4925648,32.7586,529.8428568,3.5509,-168.905972,34.8598,517.3262968,11.3373,-261.325812,-0.425,101.1734604,-0.4734,-102.3286672,-0.5957,97.7745016,1.4654,-136.835068
27.9055,500.210004,9.0404,-267.682354,32.9918,533.07648,3.4391,-172.1930316,35.1106,520.771276,10.913,-257.9957396,-0.424,104.8680292,-0.4636,-104.3909744,-0.5938,97.5256536,1.3397,-135.3863524
28.0647,504.203726,8.6608,-261.63646,33.2492,535.23227,3.3104,-172.9850192,35.3604,522.3344452,10.4819,-252.6554368,-0.4205,101.1333316,-0.4754,-104.4908844,-0.6039,97.4673144,1.2299,-132.8515224
28.2249,505.4599552,8.2711,-254.3003056,33.4787,538.8915304,3.1649,-169.6445644,35.6112,526.8058812,10.0611,-248.4126196,-0.4214,101.2781908,-0.482,-111.8578564,-0.5983,97.5033232,1.1232,-131.192934
28.3893,505.7947464,7.9192,-249.4508184,33.7079,541.2123676,3.0011,-167.6058648,35.8618,530.8445524,9.667,-244.6770568,-0.4295,99.4154152,-0.4794,-116.2019844,-0.6002,97.0510296,1.0442,-129.169808
28.5506,508.162222,7.5755,-245.2303316,33.956,544.0201888,2.8546,-165.2586184,36.1045,531.9363936,9.3057,-241.2314184,-0.4009,103.3320108,-0.4861,-116.890972,-0.5987,97.1945704,0.9492,-127.6939416
28.7161,509.1579024,7.2424,-240.8255984,34.2037,545.8689564,2.7193,-162.9085292,36.3704,535.7457456,8.9597,-238.5755428,-0.4,105.7027412,-0.4817,-117.9596588,-0.5965,97.2361824,0.8881,-125.8539496
28.8635,511.5166848,6.9304,-235.5737108,34.4299,551.58661,2.5806,-161.3137596,36.6216,538.0023108,8.6216,-233.7451724,-0.4066,110.3751508,-0.4835,-117.73207,-0.5994,96.741288,0.8185,-125.5898988
29.0213,513.9922692,6.6194,-232.4495148,34.6721,554.089304,2.4444,-158.3238344,36.8631,540.6323128,8.3057,-229.7327044,-0.3559,113.7170476,-0.4897,-118.5056412,-0.605,97.485978,0.7551,-123.8750312
29.1756,515.3162724,6.3449,-227.748636,34.9194,555.8879312,2.3351,-157.2615748,37.1299,543.515118,8.0347,-225.6517208,-0.3424,115.8728788,-0.483,-117.8872292,-0.6097,97.45858,0.6856,-121.1636592
29.3389,517.1848984,6.0834,-223.8234296,35.1656,559.0214796,2.2282,-155.6838208,37.3866,544.48476,7.8384,-222.5159064,-0.3405,116.4737396,-0.4836,-118.1931804,-0.616,97.1511044,0.6273,-120.2284604
29.4989,518.7595624,5.8292,-220.4168488,35.4166,561.0695728,2.1361,-154.404396,37.6462,546.618508,7.6215,-219.6628888,-0.3224,116.8438804,-0.4925,-116.09025,-0.6081,97.2682772,0.5651,-119.3492112
29.6641,520.8656652,5.5939,-216.5062272,35.6601,565.282726,2.0511,-152.6173048,39.8993,608.213538,7.3477,-219.6323184,-0.3058,117.0258608,-0.5319,-110.2709148,-0.6096,97.2361824,0.5173,-118.4784492
29.8305,524.6609268,5.362,-211.584022,35.9095,567.9797192,1.9588,-151.4225048,40.1416,613.1895504,6.4792,-210.5962932,-0.3083,118.1270544,-0.5881,-108.0511,-0.6109,97.3492352,0.4597,-117.2915184
29.9833,526.2065036,5.1472,-207.8806364,36.1486,570.842048,1.8629,-150.4019396,40.4095,614.9421984,6.2101,-215.0712312,-0.3108,118.160756,-0.6231,-107.3350852,-0.6026,97.863576,0.4036,-115.8631144
30.1535,528.8614316,4.9289,-204.5307468,36.4122,573.3019352,1.7865,-148.0901664,40.6944,615.5695508,5.9562,-213.8531944,-0.3121,117.6422952,-0.6617,-105.0359604,-0.5904,98.7355328,0.3564,-114.5770152
30.3215,532.0329664,4.7217,-201.8442184,36.6621,575.339646,1.7062,-147.2347308,40.9845,617.5341316,5.76,-208.6865084,-0.2968,118.9772576,-0.6893,-105.1003972,-0.5819,99.1186104,0.2969,-115.0288556
30.4732,532.5920504,4.5538,-198.79822,36.9099,577.3345912,1.6113,-145.2828396,41.2713,620.9077524,5.6038,-203.169128,-0.2929,119.1327464,-0.7079,-104.7539876,-0.5852,105.2504888,0.2187,-112.1599348
30.6489,534.9687136,4.3863,-196.3502808,37.1653,579.0246976,1.5343,-143.9145052,41.5451,623.838226,5.4914,-199.5431572,-0.2758,118.2482236,-0.7274,-102.7002912,-0.5859,113.2485212,0.1929,-113.7128452
30.8203,537.5891984,4.2217,-193.2402576,37.4132,583.8813948,1.4623,-143.8745,41.8298,626.8032664,5.3898,-197.0775844,-0.283,117.3180512,-0.7359,-101.774486,-0.5862,114.5371336,0.1501,-96.1561244
30.9838,539.8374412,4.0427,-189.4288044,37.6742,586.1925088,1.3874,-143.3272404,42.1032,629.095552,5.1967,-196.151738,-0.2602,113.2124712,-0.7272,-100.7439916,-0.5899,115.3110344,0.1611,-95.2448628
31.1448,541.2457396,3.8794,-188.71349,37.9315,586.4044004,1.3086,-141.1926684,42.3738,631.753364,4.9369,-193.9530588,-0.2257,112.9735112,-0.7489,-100.3752104,-0.5937,114.5305004,0.1637,-101.1929068
31.3209,542.9031332,3.7223,-183.145928,38.1763,588.5630744,1.2279,-142.6289828,42.6411,633.392918,4.6966,-190.1116532,-0.2112,113.0094376,-0.7619,-98.885748,-0.5956,115.2201472,0.1616,-105.9788224
31.4817,544.7387168,3.5807,-184.3657776,38.446,589.8302628,1.0765,-107.4067732,42.9199,635.4664728,4.4817,-186.232838,-0.1823,112.7568816,-0.7685,-98.9357648,-0.5871,113.8414716,0.1677,-107.717998
31.6404,547.3158592,3.1768,-118.410222,38.6809,594.7244108,1.0775,-110.2365128,43.2079,639.06554,4.2605,-182.1263104,-0.1635,112.962552,-0.7629,-99.1421356,-0.581,116.555604,0.1668,-108.4949064
31.8129,550.565674,3.168,-121.3126384,38.9178,597.9472808,1.0628,-105.8981116,43.4548,641.8781404,4.0614,-179.3725848,-0.1137,112.6142884,-0.7748,-99.047046,-0.5996,94.1392196,0.1799,-108.7615528
31.9861,552.2844968,3.174,-128.3727528,39.1802,600.4409108,1.0624,-105.2520956,43.7386,645.3291348,3.8838,-175.3829416,-0.0875,113.6629932,-0.7888,-99.48253,-0.5856,99.5347716,0.18,-108.341148
32.1628,554.4207168,3.1751,-130.2038456,39.4327,604.0525028,1.0823,-104.4046528,44.0037,649.0680348,3.7153,-171.904714,-0.0459,114.0257592,-0.781,-99.6979236,-0.597,95.3927296,0.1809,-108.7700812
32.3419,555.4020184,3.1917,-131.1333588,39.6885,605.6195448,1.0997,-122.4917824,44.2851,651.2466908,3.5414,-169.4254216,-0.0279,113.8991104,-0.7901,-99.1086812,-0.5954,96.1326404,0.1877,-108.9747216
32.5089,556.10934,3.1841,-132.0339496,39.945,610.8736572,1.1,-125.6555304,44.5434,655.2044864,3.3963,-166.4998508,0.0143,114.0839748,-0.7994,-99.986612,-0.584,94.733612,0.217,-108.68043
32.6799,557.5957124,3.1822,-131.9085368,40.179,614.4027256,1.103,-125.6034536,44.8234,657.1380848,3.2672,-165.1031708,0.0509,115.1528264,-0.7889,-99.0539264,-0.5915,96.784342,0.2633,-111.1988624
32.8632,558.75129,3.1859,-131.7390812,40.4441,618.8487824,1.1053,-126.6060968,45.0849,659.7869976,3.1302,-161.8367112,0.078,115.2414888,-0.7801,-101.4400656,-0.5935,96.5789188,0.233,-113.5281456
33.0363,559.9854772,3.1795,-132.3944084,40.6988,622.555052,1.0972,-126.8520196,45.3603,662.7927848,2.995,-159.6033416,0.1149,114.9847304,-0.7801,-108.6574816,-0.6031,97.2407968,0.2048,-114.1432616
33.2267,562.4280604,3.1434,-175.882368,40.9533,625.874742,1.1031,-127.0418692,45.6226,665.428802,2.8681,-157.5681028,0.1422,115.8767516,-0.6895,-100.2197216,-0.5978,97.224564,0.1679,-113.2651248
33.4212,562.3013704,3.0351,-177.1973896,41.2153,629.5238672,1.1108,-126.1552864,45.8848,668.6075468,2.7297,-156.5850708,0.1741,116.8714432,-0.6929,-101.6425636,-0.6009,96.862828,0.1028,-111.9439644
33.5849,564.9609128,2.9081,-176.8166192,41.5468,691.3722772,1.1125,-126.7528924,46.1557,670.4427596,2.617,-153.7931528,0.1824,116.1886356,-0.6875,-97.5386316,-0.5839,96.538996,0.0186,-109.7422364
33.7589,566.9919492,2.7497,-173.6893744,41.7953,687.750344,1.1406,-139.7542116,46.4207,673.8968852,2.497,-154.8243476,0.2057,117.5992,-0.6834,-96.9636444,-0.5711,95.952926,-0.0384,-108.389764
33.9519,569.2263488,2.6102,-170.9224236,42.0783,689.4739872,1.0875,-142.215788,46.6805,676.4676416,2.3634,-113.6465544,0.2479,118.4831048,-0.678,-96.5841924,-0.5769,96.1594616,-0.0868,-107.018628
34.1293,571.2047728,2.4659,-167.98783,42.3792,688.1601192,1.0223,-142.8923744,46.954,678.7004756,2.3879,-113.6727164,0.274,118.1213688,-0.6853,-99.4543904,-0.5687,96.4875784,-0.1511,-104.9889512
34.3276,574.4438344,2.3263,-165.6897352,42.6716,689.41812,0.939,-139.9401884,47.234,681.7201884,2.3814,-120.1010288,0.2889,120.7364564,-0.7067,-100.8155972,-0.5696,97.1058668,-0.2263,-104.5945024
34.5178,578.1015292,2.2,-163.2105252,42.9548,691.5549992,0.8637,-139.1006972,47.4807,683.2368016,2.3839,-123.1684924,0.3248,119.3012132,-0.7456,-101.2917456,-0.5576,96.82616,-0.2864,-102.925202
34.7163,579.89101,2.1031,-160.9635184,43.2311,693.795208,0.7455,-137.621782,47.7563,688.0860828,2.3847,-123.1528364,0.0506,99.0832196,-0.7594,-100.1153208,-0.5459,97.0313772,-0.325,-101.6191208
35.1609,626.8251848,1.9961,-160.5998048,43.5153,697.1323256,0.6579,-136.0810256,48.0202,691.2762812,2.3777,-124.1919004,0.0526,105.0494328,-0.7724,-99.6259884,-0.5436,97.3826484,-0.35,-100.7355868
35.3831,628.157634,1.8959,-157.8042612,43.7989,700.2758856,0.5749,-133.6921672,48.2866,695.6385372,2.3823,-124.4211784,0.0372,100.0570228,-0.765,-99.3600012,-0.5419,98.038882,-0.398,-99.8744656
35.604,628.2581208,1.8056,-156.081442,44.0694,703.3097712,0.4957,-131.0925708,48.5586,699.2599348,2.3746,-123.4257864,0.0452,101.2355488,-0.7761,-97.9821496,-0.5227,98.543376,-0.4318,-99.8550192
35.8419,628.0877176,1.7139,-154.5948636,44.354,706.7826016,0.4208,-130.975604,48.8372,700.947322,2.3927,-123.9024292,0.0396,98.4535188,-0.7824,-97.61617,-0.5044,100.98427,-0.5025,-98.6934676
36.0937,628.5689336,1.6285,-152.4235412,44.636,708.3670712,0.3567,-129.5812724,49.0958,704.8875664,2.303,-151.7936756,0.0457,102.4605484,-0.7911,-96.4619932,-0.4924,102.9162204,-0.5761,-97.8302864
36.3354,631.8125684,1.5428,-151.8280364,44.901,712.2849852,0.2825,-127.8917016,49.3667,709.0632688,2.2046,-152.1286316,0.0403,105.259388,,,-0.4891,102.733622,-0.6144,-95.9058756
36.5892,636.5946112,1.4495,-150.2113896,45.1652,715.9226156,0.2174,-126.6166852,49.6391,712.870396,2.0825,-151.8840272,0.0324,111.5285036,,,-0.4887,103.4972228,-0.6245,-95.059916
36.8235,639.06966,1.3614,-148.7623032,45.4311,719.4921836,0.1449,-125.5184992,49.9005,715.9279304,1.9565,-149.3281852,0.0423,119.3500352,,,-0.477,111.058906,-0.6444,-94.3235072
37.0614,641.1544624,1.2845,-147.274324,45.7013,723.0161844,0.0788,-125.1491,50.1722,718.8778504,1.8278,-147.0076776,0.0266,120.39874,,,-0.4781,113.5750312,-0.6576,-95.63651
37.3015,645.399834,1.1904,-145.8357024,45.9619,725.6308188,0.0219,-123.6179844,50.4399,723.2389528,1.7167,-146.1952548,0.037,120.9270476,,,-0.4842,113.8436552,-0.6779,-94.6625008
37.5198,647.4011652,1.1168,-145.1073688,46.2209,726.7303232,-0.0352,-123.4263632,50.7076,727.665934,1.6079,-144.3983168,0.0348,120.4145196,,,-0.4885,115.0568716,-0.6921,-95.9882756
37.7438,650.7159936,1.0418,-144.7584872,46.4888,731.3991484,-0.0943,-121.5405568,50.9656,730.027106,1.4949,-142.436002,0.0308,121.1800568,,,-0.4844,114.6927048,-0.6092,-93.6931472
37.9843,653.184986,0.955,-143.4189516,46.7471,735.2751208,-0.1443,-120.6882524,51.238,734.8491128,1.4002,-140.9711772,0.03,121.6112148,,,-0.4866,114.997832,-0.6117,-89.234236
38.1944,657.0619884,0.8683,-143.7126664,47.0106,738.1245952,-0.1918,-119.4749536,51.5199,738.0520008,1.3231,-138.8955212,0.0394,121.2358416,,,-0.4896,113.9729408,-0.613,-88.6511324
38.4256,660.2879484,0.7443,-111.9202744,47.2744,741.4876688,-0.2599,-120.103954,51.7905,740.9594848,1.24,-138.0575956,0.0431,121.8083568,,,-0.4943,115.8481588,-0.6096,-87.4932064
38.6352,662.605778,0.7481,-114.9275036,47.5433,743.596532,-0.2984,-117.3391456,52.0579,744.225038,1.1652,-136.8175992,0.0597,120.2002384,,,-0.5008,112.4821188,-0.6091,-90.2444188
38.8619,664.2569504,0.7501,-110.2759824,47.8133,745.7379432,-0.2478,-105.5686352,52.3171,745.651794,1.0923,-134.9738168,0.1747,121.294634,,,-0.5352,92.8916836,-0.6448,-92.9707464
39.0881,668.4375556,0.7469,-109.3092244,48.0707,748.850768,-0.2529,-111.4248032,52.5915,749.4916752,1.0326,-134.4587756,0.2419,122.5948648,,,-0.538,98.9451996,-0.6595,-95.027986
39.3272,671.1579504,0.7621,-113.4281532,48.3353,751.1163972,-0.2537,-103.9009416,52.8663,751.1162736,0.96,-134.0003432,0.3012,124.9407928,,,-0.553,94.1747752,-0.6479,-96.4219056
39.5537,672.4285996,0.7639,-119.7286632,48.5966,755.30516,-0.2501,-106.142922,53.1483,755.3638288,0.8803,-131.767674,0.3621,125.8630136,,,-0.5351,94.8960224,-0.6824,-96.5048
39.7675,676.3226588,0.7583,-121.5626812,48.8693,758.6412476,-0.2449,-106.8402732,53.4305,758.1391432,0.808,-131.0821472,0.4095,127.5686524,,,-0.5331,92.018738,-0.6975,-95.0845536
39.9958,679.0652192,0.7674,-128.1248524,49.1234,761.056474,-0.2418,-112.2532116,53.6941,761.2526272,0.7579,-130.8360184,0.4776,127.9922296,,,-0.5366,97.0570036,-0.7147,-94.0852064
40.216,681.2504672,0.7747,-130.6034444,49.3914,765.0006736,-0.2392,-111.218144,53.9756,764.1494404,0.6877,-129.4605564,0.5221,130.229266,,,-0.5141,99.717782,-0.7271,-93.1816492
40.4474,684.9840524,0.7638,-132.3246156,49.6591,766.8133088,-0.2233,-116.330858,54.2438,767.995378,0.6364,-128.4410624,0.5694,131.1079796,,,-0.505,102.513408,-0.7387,-92.7102388
40.6639,685.9738412,0.7738,-132.2270128,49.9287,770.542156,-0.2271,-122.6096968,54.5314,768.9251796,0.5708,-127.7033352,0.6125,131.0252912,,,-0.4889,103.6473144,-0.7717,-90.7933676
40.8926,689.7333412,0.7708,-133.0616836,50.1892,773.9898132,-0.2312,-124.2608692,56.6727,797.5488796,0.5069,-126.3062844,0.6661,132.134972,,,-0.4726,103.4748512,-0.7865,-90.89542
41.1029,693.2073252,0.7817,-132.2067424,50.4548,776.482166,-0.2214,-124.744928,56.9402,800.1750912,0.4475,-127.7794316,0.7116,132.3799884,,,-0.4621,104.2525424,-0.7989,-88.9510272
41.3317,695.891464,0.7749,-131.96358,50.7351,778.7225808,-0.2119,-125.0068776,57.2283,801.3408864,0.4498,-110.4064216,0.7663,133.4572036,,,-0.4621,104.2069752,-0.7851,-88.6682716
41.5559,699.0619688,0.7668,-132.1456016,51.0011,781.7161316,-0.218,-125.6838348,57.5232,803.8184072,0.4502,-108.1020232,0.8082,134.3498428,,,-0.4484,105.3427768,-0.7783,-88.5817104
41.7781,702.0037724,0.7914,-132.739376,51.265,784.6551336,-0.2097,-125.3359832,57.8165,806.520468,0.4575,-104.9671152,0.8265,134.7053576,,,-0.436,105.6931828,-0.8198,-87.5407512
42.0019,706.5986848,0.7748,-139.223844,51.5302,785.8544656,-0.2072,-125.3865768,58.1181,809.8884032,0.4661,-102.4618668,0.8666,135.6296796,,,-0.426,106.6155272,-0.8192,-88.4622716
42.2309,708.8079112,0.7316,-140.9148156,51.7912,789.729408,-0.2081,-124.963288,58.4168,813.3795264,0.4645,-101.303776,0.9201,136.0506612,,,-0.4146,108.1367136,-0.8243,-87.9630924
42.4532,711.6009004,0.687,-141.905758,52.0591,792.5478176,-0.2188,-122.2187088,58.6988,815.2480288,0.4586,-103.4181188,0.9422,137.2070216,,,-0.4138,108.0945248,-0.8336,-104.9770856
42.6978,712.9854676,0.5938,-140.3884856,52.3377,795.2435336,-0.2886,-120.2053884,58.978,819.5162252,0.4653,-107.8313392,0.9737,137.8902824,,,-0.4042,108.4169148,-0.8313,-104.7998432
42.9088,715.9149112,0.5188,-139.0506392,52.5976,799.9291272,-0.3739,-119.2171652,59.2708,820.5729228,0.4708,-114.0407148,1.0138,138.8941204,,,-0.4019,109.198726,-0.8271,-106.216258
43.1353,718.9574488,0.4366,-137.8054104,52.8629,802.1347692,-0.4236,-117.8370888,59.5728,823.246638,0.479,-120.3111076,1.0564,139.023818,,,-0.3943,108.9206672,-0.8237,-105.6141612
43.3629,721.7613972,0.3704,-136.8384464,53.1275,805.4448184,-0.4815,-117.4789784,59.8517,825.8910188,0.4834,-121.8340656,1.1047,140.7301572,,,-0.3916,109.4110296,-0.8121,-105.5891116
43.5873,724.7256548,0.2893,-135.1993456,53.3987,808.1444072,-0.534,-116.0261016,60.1374,829.7418592,0.4772,-122.6034756,1.1554,141.0595924,,,-0.3802,110.0897172,-0.8071,-105.4926212
43.8237,727.9614204,0.2254,-132.9679948,53.6751,811.6766892,-0.5837,-114.8067464,60.4262,833.507704,0.493,-122.042002,1.2134,142.5490548,,,-0.3765,110.526808,-0.8088,-105.5377764
44.0438,730.679714,0.16,-132.2582012,53.9261,815.3645012,-0.623,-114.5513476,60.7098,836.4078544,0.4837,-121.9735688,1.2752,143.8477612,,,-0.3794,110.277754,-0.8165,-105.3693096
44.2683,733.418278,0.0965,-131.015774,54.2056,818.2971584,-0.6491,-113.7928556,60.9918,841.3305128,0.4828,-122.6349936,0.8831,100.5993384,,,-0.3674,111.5193572,-0.8077,-104.984996
44.5019,737.473388,0.0342,-129.708086,54.48,822.534908,-0.6825,-112.7520612,61.2717,844.9227408,0.49,-122.2654296,0.8864,104.4794308,,,-0.3591,111.1220244,-0.8031,-105.3678264
44.7295,740.8399224,-0.0231,-128.8568528,54.7449,824.1739676,-0.7018,-111.2564188,61.5532,848.2623304,0.4861,-122.06837,0.8942,100.0973576,,,-0.3635,111.3725616,-0.8204,-105.5259108
44.9566,741.714928,-0.0888,-127.36669,55.0038,827.8063244,-0.7255,-110.5115228,61.8377,850.4259072,0.5002,-123.2056136,0.8887,99.9618508,,,-0.3592,109.9308088,-0.8186,-105.037732
45.1817,745.0685668,-0.1572,-126.5187116,55.2656,831.4123544,-0.7571,-108.4504104,62.1332,853.0479988,0.5046,-124.7948624,0.8883,102.575208,,,-0.3134,106.6229432,-0.8022,-105.3353608
45.413,747.4304804,-0.1936,-124.8855436,55.5423,835.333482,-0.782,-107.3804464,62.4123,856.0789592,0.4642,-125.0778652,0.8872,108.5035172,,,-0.3021,106.7181564,-0.811,-103.3416516
45.648,751.0969096,-0.2516,-124.1647908,55.8025,839.3161624,-0.8126,-106.3755372,62.6899,859.4890832,0.4243,-124.8015368,0.8832,111.915248,,,-0.2785,105.4054008,-0.8103,-106.2362812
45.8758,753.3898544,-0.2989,-123.8658848,56.0711,842.0992224,-0.8389,-105.0448596,62.9768,863.71369,0.3376,-124.3297556,0.882,119.0437132,,,-0.25,106.46902,-0.7771,-89.9077736
46.1072,755.7320744,-0.3585,-122.8844596,56.3379,844.5785148,-0.8426,-104.359374,63.2408,867.169752,0.2271,-122.5252368,0.8932,120.5670832,,,-0.2316,106.4204864,-0.785,-92.5367044
46.3347,759.5964284,-0.3987,-122.3626204,56.615,846.6905092,-0.8418,-104.3841764,63.5348,870.6424176,0.1286,-122.3500544,0.8735,121.9748048,,,-0.2038,107.270566,-0.7834,-89.8465092
46.5732,761.649342,-0.4485,-122.2750292,56.8803,850.4577548,-0.8487,-104.8718196,63.8158,873.7769548,0.0451,-121.0015784,0.8779,121.6487892,,,-0.2012,107.6480404,-0.7784,-89.06717
46.7969,765.997796,-0.4776,-119.8361952,57.1504,855.4567568,-0.8791,-115.9383868,64.0992,877.1046376,-0.0229,-119.6421844,0.8949,121.379918,,,-0.1876,107.228336,-0.7789,-86.757086
47.0355,769.0542592,-0.5048,-122.6203676,57.4071,858.173114,-0.8133,-123.20858,64.3652,880.9936704,-0.0872,-117.9807532,0.8866,120.9381304,,,-0.1573,107.9148928,-0.774,-87.9293908
47.2943,771.940896,,,57.6795,860.9773508,-0.6428,-106.7321232,64.6343,882.3596564,-0.1511,-116.3122356,0.8935,121.714462,,,-0.1241,108.3082704,-0.781,-89.232794
47.521,773.2341228,,,57.9505,865.6863872,-0.6513,-109.3981752,64.9079,887.0799404,-0.2189,-116.6116772,1.1054,137.7162124,,,-0.0965,109.3860624,-0.8115,-89.2934404
47.7522,774.4543844,,,58.211,868.6800616,-0.659,-104.4634452,65.1638,888.3423496,-0.2785,-115.1184244,1.217,143.2536984,,,-0.0561,109.5292324,-0.798,-88.8239252
47.998,777.7141284,,,58.487,872.9018256,-0.6618,-103.7224632,65.4337,893.3193096,-0.3294,-114.5130728,1.318,148.0586072,,,-0.1933,93.8936676,-0.8039,-88.2894788
48.2348,779.0886428,,,58.7633,877.4188288,-0.6501,-103.2597048,65.6832,893.2116128,-0.3778,-113.9263848,1.4017,150.4285136,,,-0.1871,98.2497848,-0.8003,-88.6861936
48.4771,781.7754596,,,59.0213,879.8821768,-0.6528,-104.9629952,66.9187,933.980496,-0.4351,-112.1845312,1.4701,151.434082,,,-0.1895,94.146718,-0.8081,-89.4450564
48.7077,782.8982008,,,59.2829,883.7279908,-0.7128,-107.9948208,67.14,933.4903808,-0.4678,-111.7424552,1.5395,152.815518,,,-0.1944,94.2341444,-0.8096,-88.3454696
48.9566,785.2533164,,,59.5411,885.1757176,-0.8328,-108.5745872,67.3922,933.8708628,-0.5014,-111.2762772,1.6009,153.742106,,,-0.187,91.3398856,-0.8107,-88.191052
49.2234,789.359638,,,59.7949,890.2330176,-0.8174,-106.5509668,67.6437,933.1999208,-0.563,-111.4870976,1.6646,155.0546968,,,-0.1954,96.5848104,-0.8101,-87.1550368
49.4628,791.3610928,,,60.0492,890.8305824,-0.8003,-107.8740636,67.883,933.1995088,-0.5966,-109.8714808,1.7086,155.3597828,,,-0.1964,102.3860588,-0.8078,-87.9304208
49.7121,795.1932284,,,61.1179,942.6573396,-0.8404,-107.1833456,68.1256,935.2651944,-0.6405,-109.3067524,1.7706,155.7186348,,,-0.1962,105.98492,-0.8099,-87.9188848
49.9726,799.8454088,,,61.3594,935.4479576,-0.8159,-106.1016396,68.3541,936.9199924,-0.6745,-110.1910692,1.8268,156.7905764,,,-0.1894,111.6829624,-0.8204,-87.3995588
50.2327,803.0579788,,,61.6065,933.4487276,-0.8012,-106.36499,68.595,940.0854296,-0.6989,-108.1532348,1.8768,157.85057,,,-0.1932,114.6551304,-0.8142,-88.6854932
50.4757,806.087868,,,61.8553,931.0653488,-0.8255,-105.8089136,68.8414,940.4755936,-0.5012,-106.9336736,1.9411,158.7075712,,,-0.1906,114.3689552,-0.8129,-99.1507876
50.7384,808.627024,,,62.0974,933.0161276,-0.8087,-105.8206556,69.0744,942.5929852,-0.4951,-110.9820268,2.0061,159.4942852,,,-0.1826,114.3787608,-0.8061,-105.156388
51.6299,861.8511616,,,62.3232,934.4453144,-0.8311,-104.802686,69.2961,945.2496436,-0.4981,-103.4004028,2.0755,160.1792764,,,-0.1832,114.0672888,-0.8109,-106.2237976
51.9054,861.7469256,,,62.566,935.444744,-0.8309,-104.3858656,69.5122,947.2937816,-0.5067,-104.1229684,2.1314,161.1838148,,,-0.1777,113.791908,-0.82,-106.6610944
52.173,860.565392,,,62.7977,938.6118704,-0.8171,-105.621948,69.744,948.3091144,-0.4896,-104.5156044,2.1991,161.8202312,,,-0.1845,114.119654,-0.8105,-106.0381504
52.454,859.7167132,,,63.0305,939.800408,-0.8076,-115.7291732,69.9695,950.9424124,-0.5064,-107.1582136,2.2591,163.1757524,,,-0.1924,114.4532092,-0.8051,-105.7613276
52.7408,861.0055728,,,63.2569,941.9763448,-0.8006,-123.1380044,70.1904,953.214716,-0.536,-110.2806792,2.3331,163.8878944,,,-0.1721,113.219022,-0.8044,-104.7690256
53.0234,862.9212492,,,63.4802,945.2331224,-0.8134,-124.6992372,70.4346,954.802152,-0.4286,-102.9192692,2.4037,164.7217,,,-0.0444,110.3278532,-0.8062,-105.3557136
53.3091,863.072824,,,63.7058,947.1839012,-0.8138,-125.258486,70.6326,958.5650304,-0.4272,-104.338362,2.4604,165.7343548,,,-0.0289,111.4632016,-0.8093,-106.2910772
53.5925,866.2479432,,,63.9374,948.6879072,-0.7956,-125.6813216,70.8524,961.5137968,-0.4173,-104.6510288,2.5325,166.9294844,,,-0.0004,112.1537136,-0.8148,-105.7577432
53.8547,870.1560516,,,64.154,950.893508,-0.8049,-125.794292,71.0861,961.9963312,-0.4351,-108.8816508,2.6253,167.7908116,,,0.0297,113.452008,-0.8089,-104.8087836
54.122,873.1109156,,,64.3722,953.4491852,-0.8074,-125.8473576,71.2939,965.3164332,-0.4528,-109.3714776,2.6901,169.9481672,,,0.0569,114.3064548,-0.8182,-104.1889296
54.3924,876.5586964,,,64.5886,953.9737436,-0.7917,-125.6463428,71.5104,966.8398856,-0.4654,-110.6536216,2.7643,170.2252784,,,0.0948,114.7879592,-0.8286,-104.324148
